Date,Row,Column,Temp,Pop,Pool,Sibship,Treatment,Sex,Survival
2/15/22,2,1,34,BMR,BMR1,BMR1-C2,21.55,F,1
2/15/22,2,1,34,BMR,BMR1,BMR1-C2,21.55,F,1
2/15/22,3,1,34,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,3,1,34,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,3,1,34,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,4,1,34,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,4,1,34,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,4,1,34,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,4,1,34,BMR,BMR2,BMR2-A1,16.42,M,1
2/15/22,4,1,34,BMR,BMR2,BMR2-A1,16.42,M,1
2/15/22,5,1,34,BMR,BMR2,BMR2-B2,16.42,F,1
2/15/22,5,1,34,BMR,BMR2,BMR2-B2,16.42,M,1
2/15/22,5,1,34,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,5,1,34,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,6,1,34,BMR,BMR2,BMR2-C1,16.42,F,1
2/15/22,6,1,34,BMR,BMR2,BMR2-C1,16.42,F,1
2/15/22,1,4,34.5,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,1,4,34.5,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,1,4,34.5,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,1,4,34.5,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,2,4,34.5,BMR,BMR1,BMR1-C2,21.55,M,1
2/15/22,2,4,34.5,BMR,BMR1,BMR1-C2,21.55,U,1
2/15/22,3,4,34.5,BMR,BMR2,BMR2-A3,16.42,M,1
2/15/22,3,4,34.5,BMR,BMR2,BMR2-A3,16.42,M,1
2/15/22,4,4,34.5,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,4,4,34.5,BMR,BMR2,BMR2-A1,16.42,M,1
2/15/22,4,4,34.5,BMR,BMR2,BMR2-A1,16.42,M,1
2/15/22,5,4,34.5,BMR,BMR2,BMR2-B2,16.42,F,1
2/15/22,5,4,34.5,BMR,BMR2,BMR2-B2,16.42,F,1
2/15/22,5,4,34.5,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,6,4,34.5,BMR,BMR2,BMR2-C1,16.42,F,1
2/15/22,6,4,34.5,BMR,BMR2,BMR2-C1,16.42,M,1
2/15/22,6,4,34.5,BMR,BMR2,BMR2-C1,16.42,M,1
2/15/22,6,4,34.5,BMR,BMR2,BMR2-C1,16.42,M,1
2/15/22,8,5,34.8,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,8,5,34.8,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,8,5,34.8,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,8,5,34.8,BMR,BMR2,BMR2-C2,16.42,U,1
2/15/22,7,5,34.8,BMR,BMR1,BMR1-C2,21.55,F,1
2/15/22,6,5,34.8,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,6,5,34.8,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,5,5,34.8,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,5,5,34.8,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,5,5,34.8,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,4,5,34.8,BMR,BMR2,BMR2-B2,16.42,F,1
2/15/22,4,5,34.8,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,4,5,34.8,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,3,5,34.8,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,3,5,34.8,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,1,6,35.3,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,1,6,35.3,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,1,6,35.3,BMR,BMR2,BMR2-C2,16.42,U,1
2/15/22,2,6,35.3,BMR,BMR1,BMR1-C2,21.55,F,1
2/15/22,2,6,35.3,BMR,BMR1,BMR1-C2,21.55,F,1
2/15/22,2,6,35.3,BMR,BMR2,BMR1-C2,21.55,M,1
2/15/22,3,6,35.3,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,3,6,35.3,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,3,6,35.3,BMR,BMR2,BMR2-A3,16.42,M,1
2/15/22,4,6,35.3,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,4,6,35.3,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,5,6,35.3,BMR,BMR2,BMR2-B2,16.42,F,1
2/15/22,6,6,35.3,BMR,BMR2,BMR2-C1,16.42,F,1
2/15/22,8,7,35.8,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,8,7,35.8,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,8,7,35.8,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,7,7,35.8,BMR,BMR1,BMR1-C2,21.55,U,1
2/15/22,6,7,35.8,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,5,7,35.8,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,5,7,35.8,BMR,BMR2,BMR2-A1,16.42,M,1
2/15/22,5,7,35.8,BMR,BMR2,BMR2-A1,16.42,U,1
2/15/22,4,7,35.8,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,3,7,35.8,BMR,BMR2,BMR2-C1,16.42,F,1
2/15/22,1,8,36.2,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,1,8,36.2,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,1,8,36.2,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,1,8,36.2,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,1,8,36.2,BMR,BMR2,BMR2-C2,16.42,U,1
2/15/22,2,8,36.2,BMR,BMR1,BMR1-C2,21.55,F,1
2/15/22,2,8,36.2,BMR,BMR1,BMR1-C2,21.55,M,1
2/15/22,2,8,36.2,BMR,BMR1,BMR1-C2,21.55,U,1
2/15/22,3,8,36.2,BMR,BMR2,BMR2-A3,16.42,F,1
2/15/22,4,8,36.2,BMR,BMR2,BMR2-A1,16.42,F,1
2/15/22,5,8,36.2,BMR,BMR2,BMR2-B2,16.42,M,1
2/15/22,5,8,36.2,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,5,8,36.2,BMR,BMR2,BMR2-B2,16.42,U,1
2/15/22,6,8,36.2,BMR,BMR2,BMR2-C1,16.42,F,1
2/15/22,8,9,36.5,BMR,BMR2,BMR2-C2,16.42,F,1
2/15/22,8,9,36.5,BMR,BMR2,BMR2-C2,16.42,M,1
2/15/22,7,9,36.5,BMR,BMR1,BMR1-C2,21.55,U,1
2/15/22,6,9,36.5,BMR,BMR1,BMR2-A3,16.42,F,1
2/15/22,4,9,36.5,BMR,BMR1,BMR2-B2,16.42,U,1
2/15/22,7,12,37,BMR,BMR1,BMR1-C2,21.55,F,1
3/4/22,2,1,34,BMR,BMR2,BMR2-A2B,16.42,F,1
3/4/22,2,1,34,BMR,BMR2,BMR2-A2B,16.42,M,1
3/4/22,3,1,34,BMR,BMR3,BMR3-A1,16.42,F,1
3/4/22,4,1,34,BMR,BMR5,BMR5-C4,16.42,F,1
3/4/22,4,1,34,BMR,BMR5,BMR5-C4,16.42,U,1
3/4/22,5,1,34,BMR,BMR5,BMR5-B4B,16.42,F,1
3/4/22,6,1,34,BMR,BMR2,BMR2-A4,16.42,F,1
3/4/22,6,1,34,BMR,BMR2,BMR2-A4,16.42,F,1
3/4/22,7,1,34,BMR,BMR5,BMR5-C3,16.42,M,1
3/4/22,2,4,34.5,BMR,BMR2,BMR2-A2B,16.42,F,1
3/4/22,4,4,34.5,BMR,BMR5,BMR5-C4,16.42,F,1
3/4/22,5,4,34.5,BMR,BMR5,BMR5-B4B,16.42,F,1
3/4/22,6,4,34.5,BMR,BMR2,BMR2-A4,16.42,M,1
3/4/22,7,4,34.5,BMR,BMR5,BMR5-C3,16.42,U,1
3/4/22,2,5,34.8,BMR,BMR2,BMR2-A2B,16.42,F,1
3/4/22,2,5,34.8,BMR,BMR2,BMR2-A2B,16.42,F,1
3/4/22,3,5,34.8,BMR,BMR3,BMR3-A1,16.42,F,1
3/4/22,4,5,34.8,BMR,BMR5,BMR5-C4,16.42,F,1
3/4/22,6,5,34.8,BMR,BMR2,BMR2-A4,16.42,F,1
3/4/22,6,5,34.8,BMR,BMR2,BMR2-A4,16.42,M,1
3/4/22,7,5,34.8,BMR,BMR5,BMR5-C3,16.42,M,1
3/4/22,7,6,35.3,BMR,BMR2,BMR2-A2B,16.42,F,1
3/4/22,6,6,35.3,BMR,BMR3,BMR3-A1,16.42,F,1
3/4/22,5,6,35.3,BMR,BMR5,BMR5-C4,16.42,U,1
3/4/22,4,6,35.3,BMR,BMR5,BMR5-B4B,16.42,F,1
3/4/22,3,6,35.3,BMR,BMR2,BMR2-A4,16.42,F,1
3/4/22,2,6,35.3,BMR,BMR5,BMR5-C3,16.42,M,1
3/4/22,2,6,35.3,BMR,BMR5,BMR5-C3,16.42,U,1
3/4/22,4,7,35.8,BMR,BMR5,BMR5-C4,16.42,F,1
3/4/22,5,7,35.8,BMR,BMR2,BMR5-B4B,16.42,U,1
3/4/22,6,7,35.8,BMR,BMR2,BMR2-A4,16.42,F,1
3/4/22,6,7,35.8,BMR,BMR5,BMR2-A4,16.42,M,1
3/4/22,7,7,35.8,BMR,BMR5,BMR5-C2,16.42,M,1
3/4/22,7,8,36.2,BMR,BMR2,BMR2-A2B,16.42,F,1
3/4/22,4,8,36.2,BMR,BMR5,BMR5-B4B,16.42,M,1
3/4/22,3,8,36.2,BMR,BMR2,BMR2-A4,16.42,U,1
3/4/22,2,8,36.2,BMR,BMR2,BMR5-C3,16.42,M,1
3/4/22,6,9,36.5,BMR,BMR5,BMR2-A4,16.42,M,1
3/4/22,7,9,36.5,BMR,BMR2,BMR5-C3,16.42,U,1
3/7/22,4,1,34,BMR,BMR3,BMR3-C2,16.42,M,1
3/7/22,4,1,34,BMR,BMR3,BMR3-C2,16.42,U,1
3/7/22,4,4,34.5,BMR,BMR3,BMR3-C2,16.42,M,1
3/7/22,4,5,34.8,BMR,BMR3,BMR3-C2,16.42,M,1
3/7/22,4,6,35.3,BMR,BMR3,BMR3-C2,16.42,M,1
3/7/22,4,7,35.8,BMR,BMR3,BMR3-C2,16.42,F,1
3/1/22,1,1,34,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,1,1,34,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,1,1,34,BMR,BMR2,BMR2-A2B,21.55,N,1
3/1/22,1,1,34,BMR,BMR2,BMR2-A2B,21.55,N,1
3/1/22,2,1,34,BMR,BMR5,BMR5-C3,21.55,F,1
3/1/22,2,1,34,BMR,BMR5,BMR5-C3,21.55,M,1
3/1/22,3,1,34,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,3,1,34,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,3,1,34,BMR,BMR3,BMR3-C2,21.55,M,1
3/1/22,4,1,34,BMR,BMR2,BMR2-A4,21.55,F,1
3/1/22,4,1,34,BMR,BMR2,BMR2-A4,21.55,M,1
3/1/22,5,1,34,BMR,BMR1,BMR1-C2,16.42,M,1
3/1/22,5,1,34,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,6,1,34,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,6,1,34,BMR,BMR5,BMR5-C4,21.55,M,1
3/1/22,6,1,34,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,7,1,34,BMR,BMR5,BMR5-B4B,21.55,F,1
3/1/22,7,1,34,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,7,1,34,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,7,1,34,BMR,BMR5,BMR5-B4B,21.55,U,1
3/1/22,8,1,34,BMR,BMR3,BMR3-A1,21.55,F,1
3/1/22,8,4,34.5,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,8,4,34.5,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,7,4,34.5,BMR,BMR5,BMR5-C3,21.55,F,1
3/1/22,7,4,34.5,BMR,BMR5,BMR5-C3,21.55,M,1
3/1/22,6,4,34.5,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,6,4,34.5,BMR,BMR3,BMR3-C2,21.55,M,1
3/1/22,6,4,34.5,BMR,BMR3,BMR3-C2,21.55,U,1
3/1/22,6,4,34.5,BMR,BMR3,BMR3-C2,21.55,U,1
3/1/22,5,4,34.5,BMR,BMR2,BMR2-A4,21.55,M,1
3/1/22,5,4,34.5,BMR,BMR2,BMR2-A4,21.55,U,1
3/1/22,4,4,34.5,BMR,BMR1,BMR1-C2,16.42,F,1
3/1/22,4,4,34.5,BMR,BMR1,BMR1-C2,16.42,F,1
3/1/22,3,4,34.5,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,3,4,34.5,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,3,4,34.5,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,2,4,34.5,BMR,BMR5,BMR5-B4B,21.55,F,1
3/1/22,2,4,34.5,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,1,4,34.5,BMR,BMR3,BMR3-A1,21.55,F,1
3/1/22,1,4,34.5,BMR,BMR3,BMR3-A1,21.55,M,1
3/1/22,1,5,34.8,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,1,5,34.8,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,1,5,34.8,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,2,5,34.8,BMR,BMR5,BMR5-C3,21.55,F,1
3/1/22,2,5,34.8,BMR,BMR5,BMR5-C3,21.55,M,1
3/1/22,2,5,34.8,BMR,BMR5,BMR5-C3,21.55,U,1
3/1/22,3,5,34.8,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,3,5,34.8,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,3,5,34.8,BMR,BMR3,BMR3-C2,21.55,M,1
3/1/22,4,5,34.8,BMR,BMR2,BMR2-A4,21.55,F,1
3/1/22,4,5,34.8,BMR,BMR2,BMR2-A4,21.55,U,1
3/1/22,4,5,34.8,BMR,BMR2,BMR2-A4,21.55,U,1
3/1/22,5,5,34.8,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,5,5,34.8,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,6,5,34.8,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,6,5,34.8,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,7,5,34.8,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,7,5,34.8,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,8,5,34.8,BMR,BMR3,BMR3-A1,21.55,U,1
3/1/22,8,6,35.3,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,8,6,35.3,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,8,6,35.3,BMR,BMR2,BMR2-A2B,21.55,U,1
3/1/22,8,6,35.3,BMR,BMR2,BMR2-A2B,21.55,U,1
3/1/22,7,6,35.3,BMR,BMR5,BMR5-C3,21.55,M,1
3/1/22,7,6,35.3,BMR,BMR5,BMR5-C3,21.55,M,1
3/1/22,6,6,35.3,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,6,6,35.3,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,6,6,35.3,BMR,BMR3,BMR3-C2,21.55,M,1
3/1/22,6,6,35.3,BMR,BMR3,BMR3-C2,21.55,U,1
3/1/22,5,6,35.3,BMR,BMR2,BMR2-A4,21.55,F,1
3/1/22,4,6,35.3,BMR,BMR1,BMR1-C2,16.42,F,1
3/1/22,4,6,35.3,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,3,6,35.3,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,3,6,35.3,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,3,6,35.3,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,2,6,35.3,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,2,6,35.3,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,2,6,35.3,BMR,BMR5,BMR5-B4B,21.55,U,1
3/1/22,1,7,35.8,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,1,7,35.8,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,1,7,35.8,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,2,7,35.8,BMR,BMR5,BMR5-C3,21.55,F,1
3/1/22,3,7,35.8,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,3,7,35.8,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,3,7,35.8,BMR,BMR3,BMR3-C2,21.55,M,1
3/1/22,3,7,35.8,BMR,BMR3,BMR3-C2,21.55,U,1
3/1/22,4,7,35.8,BMR,BMR2,BMR2-A4,21.55,F,1
3/1/22,4,7,35.8,BMR,BMR2,BMR2-A4,21.55,M,1
3/1/22,5,7,35.8,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,5,7,35.8,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,6,7,35.8,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,6,7,35.8,BMR,BMR5,BMR5-C4,21.55,M,1
3/1/22,6,7,35.8,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,6,7,35.8,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,7,7,35.8,BMR,BMR,BMR-B4B,21.55,F,1
3/1/22,7,7,35.8,BMR,BMR,BMR-B4B,21.55,M,1
3/1/22,7,7,35.8,BMR,BMR,BMR-B4B,21.55,U,1
3/1/22,8,7,35.8,BMR,BMR3,BMR3-A1,21.55,F,1
3/1/22,8,7,35.8,BMR,BMR3,BMR3-A1,21.55,M,1
3/1/22,8,8,36.2,BMR,BMR2,BMR2-A2B,21.55,F,1
3/1/22,8,8,36.2,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,8,8,36.2,BMR,BMR2,BMR2-A2B,21.55,M,1
3/1/22,8,8,36.2,BMR,BMR2,BMR2-A2B,21.55,U,1
3/1/22,7,8,36.2,BMR,BMR5,BMR5-C3,21.55,M,1
3/1/22,7,8,36.2,BMR,BMR5,BMR5-C3,21.55,U,1
3/1/22,6,8,36.2,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,6,8,36.2,BMR,BMR3,BMR3-C2,21.55,F,1
3/1/22,6,8,36.2,BMR,BMR3,BMR3-C2,21.55,M,1
3/1/22,6,8,36.2,BMR,BMR3,BMR3-C2,21.55,U,1
3/1/22,5,8,36.2,BMR,BMR2,BMR2-A4,21.55,M,1
3/1/22,4,8,36.2,BMR,BMR1,BMR1-C2,16.42,F,1
3/1/22,4,8,36.2,BMR,BMR1,BMR1-C2,16.42,U,1
3/1/22,3,8,36.2,BMR,BMR5,BMR5-C4,21.55,F,1
3/1/22,3,8,36.2,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,3,8,36.2,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,3,8,36.2,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,3,8,36.2,BMR,BMR5,BMR5-C4,21.55,U,1
3/1/22,2,8,36.2,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,2,8,36.2,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,2,8,36.2,BMR,BMR5,BMR5-B4B,21.55,M,1
3/1/22,1,8,36.2,BMR,BMR3,BMR3-A1,21.55,M,1
3/1/22,1,8,36.2,BMR,BMR3,BMR3-A1,21.55,U,1
